gene_symbol	Spearman_rho
CAMK1D	-0.047585871
ARF5	-0.047528608
MIR99AHG	-0.047528608
TAS2R60	-0.04750952
LSG1	-0.047490432
VCAN	-0.047471345
GRIA4	-0.047471345
SDCBP	-0.047471345
MICAL3	-0.047452257
SPIRE1	-0.047433169
TPGS1	-0.047394993
MT1F	-0.047356818
SYNM	-0.047356818
TP53TG1	-0.047299554
CDK16	-0.047261379
SLC4A1AP	-0.047204116
SLU7	-0.047013238
SNN	-0.046955974
RPN1	-0.046936886
NUDCD2	-0.046936886
ZNF724	-0.046841447
ATP6V1F	-0.046803272
MOAP1	-0.046765096
KNSTRN	-0.046765096
DSCR9	-0.046765096
TMLHE	-0.046746008
ZNF229	-0.046688745
GCLC	-0.046631482
ALG1L	-0.046631482
KRT83	-0.046593306
DCTN3	-0.046593306
METTL22	-0.04655513
PPM1E	-0.046478779
SIGMAR1	-0.046440604
KLF15	-0.046268814
NFRKB	-0.046173375
VSIG4	-0.046173375
ALG13	-0.046135199
TPTE	-0.046116111
CHRNB1	-0.046097023
SNRNP25	-0.046058848
VPS37A	-0.04603976
IGLON5	-0.046020672
KIAA0895	-0.046020672
C12orf49	-0.045982497
TMEM255A	-0.045944321
MLLT10	-0.045906145
LOC643802	-0.045829794
PIGF	-0.045772531
PAX4	-0.045753443
SNF8	-0.045753443
APOC1	-0.045734355
LINC00909	-0.04569618
DNM1L	-0.04569618
METTL13	-0.045658004
ZNF611	-0.045619829
UBC	-0.04552439
NAA11	-0.045467126
ATXN3	-0.045448038
ZNF701	-0.045428951
ZW10	-0.045390775
C12orf54	-0.045371687
ZNRF2	-0.045352599
TMEM121	-0.045333512
PLAA	-0.045314424
IGBP1	-0.04525716
SIRPB1	-0.045199897
CEACAM1	-0.045199897
USP27X-AS1	-0.045161722
COMMD10	-0.045142634
NME7	-0.045123546
THNSL1	-0.045104458
NKAIN1	-0.045047195
EIF3B	-0.045009019
KCNAB2	-0.045009019
SOX15	-0.044970844
POLG	-0.044970844
CUTC	-0.044970844
PRCC	-0.044951756
NKTR	-0.04491358
MAATS1	-0.044894492
PLCH2	-0.044894492
ATAD2	-0.044856317
MET	-0.044837229
GLS	-0.044837229
DDOST	-0.044837229
TTR	-0.044818141
CALCOCO1	-0.044779966
PWP1	-0.044779966
PHYHIPL	-0.04474179
PIP4K2C	-0.044722702
RAB3IP	-0.044684527
ZNF248	-0.044665439
LINS1	-0.044646351
DDX28	-0.044646351
TMEM120B	-0.044589088
SELENOW	-0.044512736
ZDHHC21	-0.044512736
SLC35B1	-0.044493649
STAT4	-0.044455473
MICAL2	-0.044436385
CHML	-0.044436385
KCNJ5	-0.044379122
TRIM69	-0.044340946
ADGRG6	-0.044283683
CAMK2A	-0.044264595
FBXL19	-0.044245507
C7orf25	-0.044130981
TSPAN13	-0.044130981
RANBP2	-0.044111893
BTAF1	-0.044111893
P2RY13	-0.044092805
FBRSL1	-0.044092805
TM7SF2	-0.044092805
ZNF596	-0.044073717
L1TD1	-0.044073717
LOC101928111	-0.044016454
OR4D10	-0.043997366
SOX3	-0.04395919
C9orf62	-0.043882839
ZNF501	-0.0437874
MYOD1	-0.043749225
TMEM132D	-0.043730137
EPG5	-0.043653786
LOC729930	-0.043481996
ALAS1	-0.043481996
UNC5D	-0.04344382
REV1	-0.04344382
CDKN1A	-0.043424732
NCS1	-0.043367469
FUOM	-0.043348381
ARHGEF33	-0.043310205
FDPSP2	-0.043291118
SDR39U1	-0.043291118
B3GAT1	-0.043252942
SERPINB2	-0.043176591
PSME1	-0.043176591
IVD	-0.043157503
KRT31	-0.043119328
TAF10	-0.043119328
SBNO2	-0.043081152
WFDC12	-0.043081152
TUBGCP3	-0.043081152
NIT1	-0.043042976
TLR6	-0.043042976
LUC7L3	-0.043004801
POLR3B	-0.042966625
ACACA	-0.042852098
JADE2	-0.042813923
ITGB2	-0.042775747
MTOR	-0.042737572
MIOS	-0.042718484
MARCH3	-0.042699396
DUS4L	-0.042680308
UQCRC2	-0.042642133
QSOX2	-0.042623045
KIF19	-0.042623045
MFSD3	-0.042355816
TBP	-0.042336728
LINC00643	-0.042279465
HERPUD2	-0.042279465
KCTD1	-0.042222201
USP14	-0.042184026
GFOD2	-0.042164938
GEN1	-0.042164938
AGAP2	-0.042164938
ZNF354A	-0.042069499
SPPL2C	-0.042031323
PSMC3	-0.042031323
SAFB	-0.042012235
PDCD10	-0.041821357
EPM2A	-0.041821357
CCDC173	-0.041783182
ZNF442	-0.041706831
PLCD3	-0.041687743
FAM167A-AS1	-0.041649567
ALAS2	-0.04163048
PPP2CA	-0.04163048
GABPB1-IT1	-0.041535041
SLC25A48	-0.041515953
TGIF1	-0.041496865
CHST8	-0.041477777
STRIP2	-0.041458689
NTAN1	-0.041420514
FBLN1	-0.041420514
COLGALT2	-0.04136325
SCGB3A2	-0.041325075
NKX2-3	-0.041305987
BMS1P20	-0.041286899
ACTC1	-0.041267811
RASGEF1A	-0.041267811
HTR2A	-0.041248724
RSPH14	-0.041229636
TMEFF2	-0.041210548
PGS1	-0.041210548
SNX17	-0.04119146
AXIN1	-0.04119146
SDC2	-0.041134197
MEX3A	-0.041076934
CDYL	-0.041057846
TGFBRAP1	-0.04101967
ZFPM1	-0.041000582
NCK1	-0.041000582
SLC35A5	-0.040981495
ARHGEF26-AS1	-0.040962407
UBE2A	-0.040943319
BOP1	-0.040828792
CCSAP	-0.040828792
MAB21L2	-0.040790617
FSD1L	-0.040790617
ZBTB48	-0.040771529
ADGRL2	-0.040752441
TCF25	-0.040733353
SCN2B	-0.040733353
TTL	-0.040714265
ANKRD27	-0.040695178
BCL7B	-0.04067609
C1orf43	-0.040657002
ALS2	-0.040637914
WDR45	-0.040599739
SIDT2	-0.040580651
EMP1	-0.040561563
VSNL1	-0.040523387
SPATA18	-0.040466124
KCNQ5	-0.040466124
C9orf131	-0.040466124
NRBP1	-0.040427948
NOLC1	-0.040408861
COX7C	-0.040370685
ZFAND2A	-0.040351597
CZ1P-ASNS	-0.040294334
WDR49	-0.040275246
NEK4	-0.040275246
COL6A2	-0.040275246
KIF13A	-0.040256158
FERMT2	-0.040217983
TRAF6	-0.040198895
KLHL29	-0.040179807
MOSPD1	-0.040160719
BATF2	-0.040141632
HIF1A	-0.040084368
CRB2	-0.04006528
DDX1	-0.04006528
CFL1P1	-0.040046193
GDF11	-0.040027105
JAK2	-0.040027105
JMJD7	-0.040008017
SUPT3H	-0.039969841
INHBB	-0.039874402
GDE1	-0.039855315
MAOA	-0.039855315
CINP	-0.039817139
APOO	-0.039798051
KMO	-0.039778963
TRIO	-0.0397217
DOLK	-0.039702612
IFT74	-0.039702612
SAMD4A	-0.039683525
SMC1A	-0.039626261
GUK1	-0.039473559
PHB	-0.039454471
CERS1	-0.039435383
KCTD7	-0.039435383
ERCC2	-0.039416295
SULF1	-0.039397208
RAB32	-0.039397208
ATG4B	-0.039359032
SEC23B	-0.039339944
SYCN	-0.039320856
ANKRD13C	-0.039244505
SURF4	-0.03920633
RBMX	-0.03920633
SLC30A7	-0.039187242
ELP1	-0.039149066
C2CD5	-0.039129978
TRAP1	-0.039110891
LIX1L	-0.039091803
ADRB2	-0.039053627
PER2	-0.039053627
NRDC	-0.038958188
PDZD11	-0.038958188
P2RY6	-0.038958188
MYO5A	-0.038958188
THAP8	-0.038958188
FGF12	-0.038920013
ATF7IP2	-0.038862749
RNF167	-0.038843662
USP49	-0.038824574
LGALS1	-0.038824574
FAM95A	-0.038824574
FABP5P3	-0.038824574
GPR132	-0.038729135
TRIT1	-0.038729135
ZNF711	-0.038710047
CDHR2	-0.038690959
IFT46	-0.038690959
RPL10L	-0.038652784
DYNC1LI2	-0.038614608
PICK1	-0.038576432
COBL	-0.038576432
UBQLN2	-0.038557345
RHOJ	-0.038442818
HELZ2	-0.038404642
VMA21	-0.038290116
FAM46A	-0.03825194
TLCD1	-0.03825194
MAP1B	-0.03825194
ZNF689	-0.038213764
STX6	-0.038194677
ATP8A1	-0.038194677
NOTCH2NL	-0.038137413
FKBP14	-0.038118325
VLDLR-AS1	-0.03808015
GPATCH2	-0.038061062
SMUG1	-0.038041974
CLEC14A	-0.038041974
ACADSB	-0.038041974
CLOCK	-0.038022886
ENPP1	-0.038003799
NPM2	-0.038003799
RIMS4	-0.038003799
TMEM62	-0.037965623
PPP6R2	-0.037965623
TMEM106B	-0.037927447
RNASEL	-0.03790836
HCST	-0.037870184
TTC32	-0.037851096
ANKRD28	-0.037812921
GPR153	-0.037793833
ZNF138	-0.037736569
POP4	-0.037717482
COLEC11	-0.037698394
TP53INP2	-0.037641131
SH3GLB2	-0.037641131
GAD2	-0.037602955
TWSG1	-0.037526604
CREBZF	-0.037507516
WDR4	-0.037392989
SLFN11	-0.037354814
TRIB2	-0.037278462
RRAGA	-0.037202111
DEFB123	-0.037202111
VCL	-0.037202111
GOLGA5	-0.037183023
CYFIP2	-0.037163936
RBM34	-0.037163936
TSNAXIP1	-0.037144848
PCOTH	-0.03712576
TPPP	-0.037087584
RTN4IP1	-0.037049409
ODC1	-0.037011233
WNK3	-0.037011233
SMPX	-0.036992146
PRKG1	-0.036973058
ELAVL2	-0.036858531
SEC63	-0.036858531
HNRNPD	-0.036801268
RILPL1	-0.036763092
ZNF148	-0.036744004
SLC23A2	-0.036724916
DCC	-0.036705829
CYSTM1	-0.036667653
MED17	-0.036667653
SNX3	-0.036648565
EXOSC4	-0.036572214
WTAP	-0.036534038
KCNH7	-0.036476775
VPS33B	-0.036419512
GLMN	-0.036400424
PHLDB3	-0.036343161
MESD	-0.036324073
MCCC1	-0.036304985
POLR2H	-0.036266809
TIMP3	-0.036228634
PI3	-0.036209546
C1orf54	-0.036209546
HEXIM1	-0.036190458
BTBD11	-0.036152283
SLC44A5	-0.036133195
PNPLA6	-0.036056844
TRAPPC2B	-0.036037756
RAD50	-0.03599958
FGD1	-0.03599958
ZC3H15	-0.035865966
INTS4	-0.035865966
C1orf123	-0.035865966
GUCA1B	-0.035789614
RAP1B	-0.035751439
MKKS	-0.035713263
CARMN	-0.035694175
CCDC141	-0.035694175
DDX21	-0.035694175
SIL1	-0.035675088
CDH13	-0.035636912
SCO2	-0.035617824
ARFIP2	-0.035617824
YIPF1	-0.035598737
LRP1B	-0.035560561
ACSBG1	-0.035522385
UNC5A	-0.035465122
ACP5	-0.035446034
PPP2R2A	-0.035426946
LIMD2	-0.035331507
NEK9	-0.03531242
CCDC25	-0.035293332
CCT7	-0.035255156
LOC150776	-0.035255156
EML1	-0.035216981
TM9SF1	-0.035197893
RPF2	-0.035140629
RRM1	-0.035121542
DERL2	-0.035121542
ZPR1	-0.035102454
LOC644794	-0.035083366
MTX3	-0.035007015
GGTA1P	-0.034987927
PTPN1	-0.034968839
PRPSAP1	-0.034930664
ERCC3	-0.034911576
DEFB124	-0.034892488
SERF2	-0.034892488
PAIP2	-0.03470161
GPM6B	-0.034663435
MTRF1L	-0.034644347
POTEF	-0.034625259
ARID4B	-0.034567996
CLIP1	-0.034567996
DBP	-0.034548908
NT5E	-0.034548908
VDAC2	-0.034510732
THAP7-AS1	-0.034491644
CLCN4	-0.034434381
ARHGAP1	-0.034434381
VAC14	-0.034415293
ZFP1	-0.034415293
ZNF287	-0.034396205
H2AFY2	-0.03435803
NUP58	-0.03435803
PTRH2	-0.034338942
MAPKAPK3	-0.034300767
LOC441155	-0.034243503
COX6A2	-0.034224415
GJB7	-0.034205328
CHCHD3	-0.034167152
SSBP1	-0.034148064
TFE3	-0.034128976
ZNF322	-0.034090801
DNM1P35	-0.034052625
MED29	-0.033995362
BCL7C	-0.033976274
PDZRN3	-0.033957186
ZDHHC6	-0.033938098
PTGES2	-0.033861747
PIWIL4	-0.033823572
RHBDF2	-0.033804484
KPNA4	-0.033804484
ZCCHC7	-0.033804484
MTHFR	-0.033804484
JHDM1D-AS1	-0.033709045
NUDC	-0.033689957
KIAA1257	-0.033556343
BLM	-0.033518167
CHST9	-0.033518167
PPM1J	-0.033499079
HAPLN1	-0.033499079
DMKN	-0.033441816
SYF2	-0.03340364
FAM207A	-0.033384552
MAP7D2	-0.033365465
TSPYL1	-0.033365465
DIP2C	-0.033365465
COQ10A	-0.033289113
TXNL1	-0.033270026
ELAVL4	-0.033270026
PTK2B	-0.033250938
CARHSP1	-0.033098235
GSAP	-0.033098235
GDF15	-0.033021884
PTCH2	-0.032964621
BPNT1	-0.032945533
SQSTM1	-0.032907358
GSK3A	-0.032850094
CAPN5	-0.032831006
LOC400682	-0.032811919
DIRC2	-0.032754655
TUBGCP2	-0.032697392
OAZ2	-0.032697392
APBB1	-0.032678304
ZEB1	-0.032640128
UQCRB	-0.032621041
TLR1	-0.032544689
SAMD9	-0.032544689
PRDX2	-0.032411075
GGT7	-0.032391987
MRPL38	-0.032353811
PPP1R42	-0.032334724
PIGH	-0.032296548
COPS7B	-0.03227746
SEC14L2	-0.032258373
FAM86EP	-0.032258373
RAD51C	-0.032239285
PAPD7	-0.032182021
CYP26A1	-0.032182021
ZDHHC15	-0.032182021
NKIRAS1	-0.032124758
UBE2F	-0.032086582
PFKM	-0.032067495
PSMB6	-0.032048407
PPM1G	-0.032010231
ARMC6	-0.031952968
ZDBF2	-0.03193388
HINFP	-0.031876617
CTCF	-0.031857529
PRRC2C	-0.031838441
SERPINE2	-0.031781178
ARL4D	-0.031743002
NECTIN1	-0.031723914
TSPAN2	-0.031552124
RECK	-0.031552124
P2RY14	-0.031533036
AIF1	-0.031475773
TMEM173	-0.031456685
ANKMY2	-0.03141851
DEF8	-0.031380334
AMIGO1	-0.031361246
KIF22	-0.031342158
GNAL	-0.031265807
EVI5	-0.031246719
HOOK2	-0.031208544
GRK3	-0.031208544
NEU1	-0.031170368
USP12	-0.031170368
ACTN2	-0.031132193
MANF	-0.031113105
ZFYVE21	-0.031094017
STAMBPL1	-0.031094017
NTMT1	-0.031074929
KLRC3	-0.031055841
RALGPS1	-0.031017666
HGH1	-0.03097949
RPL29P2	-0.030922227
PYCR2	-0.030903139
INAFM1	-0.030884051
SORD2P	-0.030884051
FMR1	-0.030864964
C15orf40	-0.030864964
COL4A1	-0.030826788
IGF2R	-0.030826788
PLS3	-0.030826788
ECHDC1	-0.030750437
NDUFAF1	-0.030712261
LOC100128164	-0.030693173
KIRREL1	-0.030693173
MED31	-0.030654998
BCL9L	-0.030578647
TMC4	-0.030578647
POLB	-0.030578647
ANAPC11	-0.030521383
UBXN11	-0.030521383
PLD5	-0.030521383
ST6GAL2	-0.030425944
TSHZ3	-0.030387769
PCP2	-0.030330505
CNMD	-0.03029233
DLST	-0.03029233
FTCDNL1	-0.03029233
PHGR1	-0.03029233
ELMO3	-0.030235066
RIT2	-0.030215979
TSC22D2	-0.030215979
MRPL12	-0.030196891
HDGFL1	-0.030196891
MAGI1	-0.030177803
ZNF484	-0.030158715
P3H4	-0.030158715
LHFPL2	-0.030063276
ETV1	-0.030044188
NOSIP	-0.030025101
PER3	-0.030025101
LRRIQ1	-0.029986925
UBXN8	-0.029929662
TMUB2	-0.029872398
LPP	-0.02985331
FOXRED1	-0.029834223
NAV1	-0.029815135
KDELR2	-0.029815135
NEIL2	-0.029815135
LOC101927318	-0.029776959
BLOC1S6	-0.029776959
GCHFR	-0.029757871
FAM192A	-0.029738784
MGAT2	-0.02968152
PNMA6A	-0.029624257
UQCRH	-0.029624257
BRAP	-0.029605169
SH3GL3	-0.029566993
GPRC5C	-0.029566993
USP25	-0.029566993
CHST7	-0.029566993
SCAMP5	-0.029471555
DPY19L2P2	-0.029433379
PDE4D	-0.029414291
MYCN	-0.029395203
TMX3	-0.029376116
LOC389705	-0.029376116
IFRD1	-0.029299764
EDF1	-0.029280677
GPR26	-0.029261589
PTPN4	-0.029261589
DPP6	-0.029223413
RPS25	-0.029223413
GOLGA8A	-0.029147062
TRPC1	-0.029108886
RBM11	-0.029089799
NCBP1	-0.029013447
RPL21	-0.029013447
UBE2I	-0.028860745
LLCFC1	-0.028860745
ATG12	-0.028841657
PRM2	-0.028803482
GALNT16	-0.028803482
MIF-AS1	-0.028784394
TBL3	-0.028765306
CCDC112	-0.028727131
RARRES3	-0.028708043
RGN	-0.028708043
HSCB	-0.028708043
ZDHHC22	-0.028688955
VPS51	-0.028631692
CARMIL2	-0.028631692
COL10A1	-0.028612604
ZNF343	-0.028536253
TMEM101	-0.028498077
TRIM7	-0.028440814
MARCH7	-0.02838355
CSNK1G3	-0.028307199
NANS	-0.028288111
NAF1	-0.028249936
CXADRP3	-0.028230848
KDM6A	-0.02821176
PDCD6IP	-0.028192672
SMC6	-0.028154497
ARL5A	-0.028135409
PAK5	-0.028078146
INSIG1	-0.028078146
NPB	-0.02803997
DRD4	-0.028020882
DENND2C	-0.028001794
METTL14	-0.027982707
TMEM170B	-0.027944531
TMSB15A	-0.027944531
MMADHC	-0.027925443
WDR82	-0.027906355
ABHD10	-0.027887268
ASB18	-0.027810916
SYTL4	-0.027810916
PTPRC	-0.027791829
GFER	-0.027734565
MGEA5	-0.027734565
EIF2B5	-0.027677302
GNPDA2	-0.027677302
POLA2	-0.027658214
TOMM22	-0.027581863
POU2F2	-0.027581863
BRD9	-0.027562775
LPGAT1	-0.027562775
KISS1	-0.027543687
PDS5B	-0.027543687
PTP4A1	-0.027524599
NCBP2-AS2	-0.027524599
CHPF2	-0.027524599
Sep 07	-0.027467336
RBM14	-0.027390985
BMS1P14	-0.027352809
CREB3L3	-0.027333722
TMEM198	-0.027238283
TAB3	-0.027219195
LOC653080	-0.027219195
PSMD4	-0.027200107
FAM90A7P	-0.027181019
NDP	-0.02708558
CALD1	-0.02708558
MKNK1	-0.027066492
ZNF227	-0.027066492
AP1G2	-0.027047405
CCNG2	-0.027028317
APBA2	-0.027028317
OSBPL11	-0.027009229
SOX4	-0.026990141
PPP6R3	-0.026990141
ECEL1	-0.02691379
GON4L	-0.026875614
ANKRD2	-0.026837439
ALPL	-0.026818351
S1PR1	-0.026799263
LINC01106	-0.026761088
CDC37	-0.026742
DHRS12	-0.026742
BBS10	-0.026703824
ACAT2	-0.026684737
PCDHGC5	-0.026684737
FNDC3B	-0.026646561
Sep 11	-0.026589298
TG	-0.026532034
MSRB2	-0.026512946
ITGA9-AS1	-0.026493859
MIR4697HG	-0.026474771
NEK10	-0.026474771
ATP1B3	-0.026417507
TMEM14A	-0.026379332
AANAT	-0.026341156
CWC25	-0.026302981
SF3B2	-0.026264805
TMEM185A	-0.026188454
KHDRBS2	-0.026169366
ERCC6L2	-0.026150278
C1QA	-0.026131191
SRCIN1	-0.026073927
SLIRP	-0.026035752
ADAP2	-0.026035752
MRPS18C	-0.026016664
SP140	-0.025997576
ARHGEF15	-0.025940313
SNHG12	-0.025921225
FBXO46	-0.025902137
SYNJ1	-0.025902137
ORC4	-0.025863961
ZNF726	-0.025844874
CD33	-0.025806698
ZBTB6	-0.02578761
MATR3	-0.025768522
MCPH1-AS1	-0.025711259
VTI1A	-0.025692171
ZNHIT6	-0.025653996
CC2D1A	-0.025501293
KPNA1	-0.025501293
ZNF572	-0.025463118
NPLOC4	-0.02544403
NR4A2	-0.02544403
ZNF607	-0.02544403
PIRT	-0.025405854
IFNL3	-0.025310415
ADAMTS9	-0.025291328
MILR1	-0.02527224
SHISA4	-0.02527224
ST13P4	-0.02527224
HNRNPA3P1	-0.025234064
SUGT1	-0.025214976
RPS14	-0.025138625
C20orf194	-0.025119537
NRN1L	-0.02510045
LOC728554	-0.025043186
NR2F6	-0.025043186
ACADM	-0.025043186
LOC107984035	-0.025005011
PRRC2A	-0.024966835
SBF1	-0.024966835
NCOA4	-0.024890484
PRSS36	-0.024871396
ELANE	-0.024871396
ASAP1	-0.024871396
EFCAB7	-0.024852308
SNED1	-0.024852308
KBTBD7	-0.024737782
HAGH	-0.024718694
CES2	-0.024699606
LOC105376360	-0.02466143
EEFSEC	-0.02466143
STT3A	-0.024642343
TMED1	-0.024604167
RSL24D1	-0.024585079
PHKG2	-0.024565991
TNFRSF4	-0.024565991
GNA13	-0.024546904
ARMC8	-0.024546904
FEN1	-0.024432377
SEC24B-AS1	-0.024375113
CIT	-0.024356026
DGKG	-0.024356026
FMC1	-0.02431785
SLC7A6OS	-0.02431785
SLC25A33	-0.024260587
ZC3H8	-0.024222411
SPRY1	-0.024222411
ZNF56	-0.024203323
RGS7	-0.024107884
SUZ12P1	-0.024069709
DAGLA	-0.024012445
CHMP4A	-0.023993358
TIMM13	-0.023993358
DNAJB1	-0.02397427
MBOAT2	-0.023955182
PPP2R5B	-0.023936094
PCID2	-0.023897919
PTPRK	-0.023878831
DNAAF2	-0.023878831
FRMPD4	-0.023840655
SRRM4	-0.023821567
METTL8	-0.02380248
ACHE	-0.023783392
UNC50	-0.023745216
TKTL1	-0.023707041
WDR44	-0.023668865
SLC7A5	-0.023611602
TGS1	-0.023573426
SF3A2	-0.02353525
THUMPD3	-0.02353525
ABHD12B	-0.023439811
ZNF395	-0.023439811
CXorf67	-0.023420724
IGHMBP2	-0.023401636
APH1A	-0.02336346
STBD1	-0.023344373
CBFB	-0.023306197
GPX1	-0.023306197
FAM153A	-0.023306197
PAN3	-0.023268021
HMGXB4	-0.023210758
RAMP1	-0.023210758
CDK5R1	-0.02319167
CSE1L-AS1	-0.02319167
MEG8	-0.023172582
IARS	-0.023096231
IFT81	-0.023000792
VPS25	-0.022962617
ZNF876P	-0.022943529
SHISA7	-0.022905353
IFNGR2	-0.022886265
RXFP1	-0.022886265
FRG1	-0.022867178
ZNF699	-0.022867178
P2RY12	-0.022829002
HEATR5B	-0.022829002
UGGT2	-0.022829002
CFAP74	-0.022790826
BTG1	-0.022714475
MMP28	-0.022695388
PSMD7	-0.022695388
ADAMTSL1	-0.022599949
INHA	-0.022599949
METTL23	-0.022599949
THUMPD2	-0.022561773
SYNGAP1	-0.022561773
APLNR	-0.022523597
MEF2C	-0.022523597
NDUFA3	-0.02250451
ZNF813	-0.022485422
TMEM74	-0.022485422
NUAK1	-0.022466334
ATP6V1G1	-0.022447246
KATNBL1	-0.022428158
ERO1B	-0.022389983
DUSP11	-0.022370895
LINC00302	-0.022351807
CLVS2	-0.022351807
GH2	-0.022351807
SNAPC1	-0.022313632
NDUFV1	-0.022275456
RNF4	-0.022256368
SCAMP1	-0.022199105
AGBL2	-0.022180017
PEX12	-0.022160929
SMIM20	-0.022160929
ISOC2	-0.022103666
KCNF1	-0.022103666
SELENOM	-0.02206549
LOC100506990	-0.022008227
CXCR4	-0.0218937
DONSON	-0.021874612
SNRPC	-0.021798261
MRPS18A	-0.021798261
SPG21	-0.021798261
SS18L2	-0.021798261
EAF1	-0.021760086
ATG101	-0.021683734
EPB41L5	-0.021683734
PRDM6	-0.021645559
B4GALNT1	-0.021645559
PARP1	-0.021645559
OR52W1	-0.021645559
MIR7515HG	-0.021626471
SRPRB	-0.021626471
RNF2	-0.021626471
ZNF277	-0.021569208
NEDD8	-0.021416505
APPL2	-0.021416505
CYP51A1	-0.021397418
GOT2	-0.02137833
FUS	-0.02137833
SPTBN2	-0.021359242
PVR	-0.021340154
MKX	-0.021321066
AASDHPPT	-0.021263803
SUSD3	-0.021244715
SEC61A2	-0.021225627
CCDC96	-0.021225627
ZNF577	-0.021225627
PEG3	-0.021225627
MALSU1	-0.021187452
DPRX	-0.021149276
MYO3A	-0.021130188
SNX8	-0.021111101
CEP112	-0.021092013
XRN1	-0.021092013
SCAND1	-0.021092013
THBS1	-0.021092013
DAB2IP	-0.021072925
MIGA1	-0.021053837
RXRA	-0.021034749
TXLNG	-0.021015662
MTHFD1	-0.021015662
EIF6	-0.020977486
CARMIL3	-0.020958398
MTX2	-0.020901135
PDGFRL	-0.020824784
POLI	-0.020805696
AFG3L2	-0.020786608
AARS	-0.020786608
RECQL4	-0.020710257
TRAPPC6A	-0.020691169
CNOT8	-0.020672081
SEC22C	-0.020672081
NCAPG2	-0.020614818
SPRYD4	-0.020576642
CLUAP1	-0.020576642
MAP1A	-0.020519379
PHC1	-0.020519379
MFAP4	-0.020500291
CFAP69	-0.020481203
PDE1C	-0.020443028
CAMKK1	-0.020366677
STAP2	-0.020328501
CLU	-0.020309413
MYO10	-0.020309413
WWC2	-0.020309413
LBH	-0.020271238
FTHL17	-0.02025215
TP73-AS1	-0.020156711
COG4	-0.020156711
HMGN5	-0.020137623
GDF5OS	-0.02008036
ATG2A	-0.020061272
RPS6KL1	-0.020023096
DEGS1	-0.019984921
MPLKIP	-0.019870394
YY1	-0.019870394
RAB23	-0.019870394
AEBP1	-0.019794043
GNG5	-0.019794043
EIF4E3	-0.019774955
FAM189B	-0.019774955
CRCT1	-0.019736779
MLYCD	-0.019698604
LCOR	-0.019698604
ZNF23	-0.019698604
CRADD	-0.019660428
BAHD1	-0.019603165
MRI1	-0.019584077
KRTAP5-AS1	-0.019584077
C11orf49	-0.019526814
ZNF398	-0.019507726
LOC286359	-0.019488638
LOC101929229	-0.01946955
LNX1	-0.01946955
NQO1	-0.01946955
YWHAE	-0.019450462
MFSD4B	-0.019431375
RSAD1	-0.019412287
TSTD3	-0.019412287
ZSCAN2	-0.019393199
RAB31	-0.019355024
MGST3	-0.019335936
MRPS7	-0.019278672
SNX6	-0.019259585
RABEPK	-0.019240497
FAM105A	-0.019221409
ZNF14	-0.019202321
LSM10	-0.019183233
PRR29	-0.019183233
ZSCAN23	-0.019164146
HEPN1	-0.019164146
ADAMTS7	-0.019164146
ITGB4	-0.01912597
LOC101927765	-0.019106882
PCYOX1	-0.019068707
PCDHB14	-0.019068707
FBXO6	-0.019068707
A4GALT	-0.019030531
TUBA3FP	-0.018916004
EPHX4	-0.018916004
CCDC121	-0.018916004
LY86	-0.018896916
ASAP3	-0.018877829
TADA2A	-0.018877829
CPNE1	-0.018858741
LOC101928068	-0.018858741
MSH3	-0.018839653
PDE3B	-0.018801477
ARSF	-0.01878239
RPUSD2	-0.01878239
LZTS1	-0.018763302
HES1	-0.018763302
TEX2	-0.018744214
UPF3B	-0.018725126
CST3	-0.018706038
RPL29	-0.018686951
ARRDC1	-0.018686951
HLA-F-AS1	-0.018629687
CRYBB3	-0.018629687
TK1	-0.0186106
SERHL2	-0.018572424
RBMXL1	-0.018553336
IKZF5	-0.018534248
C11orf65	-0.018515161
CCDC9	-0.018496073
FYTTD1	-0.018457897
FURIN	-0.018438809
PRRX2	-0.018438809
ZMYND8	-0.018400634
PIBF1	-0.018400634
C19orf33	-0.018400634
SEC23A	-0.018381546
GPN1	-0.018381546
OR10G2	-0.01834337
SLC25A40	-0.018324283
LRRC8B	-0.018305195
GMIP	-0.018190668
CHORDC1	-0.018190668
LINC02550	-0.01817158
PLA2G5	-0.018114317
N4BP2	-0.018095229
NDUFA6-AS1	-0.018076141
CASP7	-0.018018878
RAB11FIP5	-0.017942527
CD163L1	-0.017942527
CSE1L	-0.017942527
HUS1	-0.017923439
CCDC124	-0.017885263
DOK7	-0.017866176
TMEM30A	-0.017866176
MGLL	-0.017808912
LINC00526	-0.017770737
RLF	-0.017751649
CAMK1	-0.017694385
VNN2	-0.017694385
SLC25A38	-0.017598946
AOC2	-0.017579859
WDR12	-0.017522595
ITGB7	-0.017465332
LCTL	-0.017465332
BCL11A	-0.017465332
TENM2	-0.017446244
CYB561A3	-0.017331717
FOXD4L5	-0.01731263
PLA2G4A	-0.017255366
RHOD	-0.017255366
B3GALT4	-0.017159927
ZMYM4	-0.017026313
SARAF	-0.016988137
MPC2	-0.016969049
DNM1	-0.016930874
ZFP36L1	-0.016930874
RPL23AP7	-0.016911786
GRINA	-0.016854522
ZNF137P	-0.016835435
GLG1	-0.016816347
IMP3	-0.016797259
GCN1	-0.016759083
SOWAHD	-0.016739996
SIGLEC11	-0.016739996
HSPB1	-0.016663644
RARRES2	-0.016587293
CRK	-0.016510942
PLA2G15	-0.016472767
